Product Name,Product Price,Old Price,Product Cat,Time Added,Source,Product URL,Brand
Muse 100 Tennis Racket (2026) [Frame Only] - Pearl Silver,£207.99,£260.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/yonex-muse-100-tennis-racket-2026-frame-only-pearl-silver-1763067.html,Yonex
Pure Strike 98 18x20 Gen 4 Tennis Racket (2025) - Grey/Fluo Strike,£187.49,£250.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/babolat-pure-strike-98-18x20-gen-4-tennis-racket-2025-1731386.html,Babolat
Novak 25 Inch Junior Aluminium Tennis Racket - Black (2024),£23.99,£30.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/head-novak-25-inch-junior-aluminium-tennis-racket-black-2024-1652872.html,HEAD
Pure Drive Junior 26 Gen 11 Tennis Racket - Blue,£83.99,£105.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/babolat-pure-drive-junior-26-gen-11-tennis-racket-blue-1686951.html,Babolat
Carlitos Junior 21 Inch Tennis Racket 2026,£27.99,£34.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/babolat-carlitos-junior-21-inch-tennis-racket-2026-1755230.html,Babolat
Muse 100SL Tennis Racket (2026) [Frame Only] - Pearl Silver,£207.99,£260.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/yonex-muse-100sl-tennis-racket-2026-frame-only-pearl-silver-1763086.html,Yonex
Classic 27 Inch Tennis Racket,£19.99,£30.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/slazenger-classic-27-inch-tennis-racket-1641716.html,Slazenger
EZONE Alpha L 2025 Tennis Racket - Blast Blue,£115.99,£145.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/yonex-ezone-alpha-l-2025-tennis-racket-blast-blue-1693291.html,Yonex
IG Speed Jr 25 Tennis Racket (2026),£44.99,£60.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/head-ig-speed-jr-25-tennis-racket-2026-1754863.html,HEAD
Boom MP L Alternate Tennis Racket (2026),£142.50,£190.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/head-boom-mp-l-alternate-tennis-racket-2026-1759805.html,HEAD
EZONE Alpha Tennis Racket - Espresso Brown,£180.00,,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/yonex-ezone-alpha-tennis-racket-espresso-brown-1768516.html,Yonex
T-Fight 300s Tennis Racket 2025 [Frame Only],£137.99,£230.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/tecnifibre-t-fight-300s-tennis-racket-2025-frame-only-1685015.html,Tecnifibre
Pure Aero 26 Inch Junior Tennis Racket Gen9 (2026),£89.99,£115.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/babolat-pure-aero-26-inch-junior-tennis-racket-gen9-2026-1755191.html,Babolat
Evo Aero Lite Tennis Racket,£84.99,£140.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/babolat-evo-aero-lite-tennis-racket-1666474.html,Babolat
Drive Jr 25 Tennis Racket - Drive Blue,£49.99,£65.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/babolat-drive-jr-25-tennis-racket-drive-blue-1687769.html,Babolat
Radical MP Tennis Racket 2025,£147.99,£230.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/head-radical-mp-tennis-racket-2025-1693307.html,HEAD
Boom Pro Tennis Racket [Frame Only] (2026),£172.49,£230.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/head-boom-pro-tennis-racket-frame-only-2026-1759790.html,HEAD
EZONE Alpha SL Tennis Racket - Espresso Brown,£135.00,,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/yonex-ezone-alpha-sl-tennis-racket-espresso-brown-1768566.html,Yonex
Speed Pro Tennis Racket (2024) [Frame Only],£109.99,£240.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/head-speed-pro-tennis-racket-2024-frame-only-1649969.html,HEAD
VCore 95 Tennis Racket (2026) [Frame Only] - Ruby Red,£233.99,£270.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/yonex-vcore-95-tennis-racket-2026-frame-only-ruby-red-1754052.html,Yonex
Junior 23 Wimbledon 2026 Tennis Racket,£22.49,£28.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/babolat-junior-23-wimbledon-2026-tennis-racket-1764876.html,Babolat
Coco 19 Junior Tennis Racket - Purple (2026),£23.79,£28.00,Tennis Rackets,2026-09-11 15:26:31,Tennis Nuts,https://www.tennisnuts.com/shop/tennis/tennis-rackets/head-coco-19-junior-tennis-racket-purple-2026-1769781.html,HEAD
