Product Name,Product Price,Old Price,Product Cat,Time Added,Source,Product URL,Brand
Slip Ins: On The Go Joy Womens Shoes-Cozy Dream (Black),£57.01,£89.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-on-the-go-joy-womens-shoescozy-dream-black-42D05,Skechers
On-The-Go Stellar Waterproof Womens Boots-Alpine Adventure (Chestnut),£58.76,£89.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-onthego-stellar-waterproof-womens-bootsalpine-adventure-chestnut-4D455,Skechers
Slip Ins: Arch Fit 2.0-Easy Chic Womens Shoes (Natural/Pink),£66.80,£104.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-arch-fit-20easy-chic-womens-shoes-naturalpink-4D5C6,Skechers
Slip Ins: Contour Foam - Golden Hour Womens Shoes (Black/Rose Gold),£52.95,£79.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-contour-foam-golden-hour-womens-shoes-blackrose-gold-4E091,Skechers
Slip Ins: Glide Step Pro Womens Shoes (Taupe),£59.35,£89.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-glide-step-pro-womens-shoes-taupe-4E094,Skechers
Slips Ins: Glide Step + Vista Junior Shoes (Navy/Periwinkle),£36.95,£54.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slips-ins-glide-step-vista-junior-shoes-navyperiwinkle-4E977,Skechers
Slip-Ins: Max Cushioning Elite 2.0 Womens Shoes (Navy/Blue),£69.95,£109.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slipins-max-cushioning-elite-20-womens-shoes-navyblue-427E3,Skechers
Slip Ins: Summits Womens Shoes-Classy Nights (Taupe/Gold),£52.55,£74.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-summits-womens-shoesclassy-nights-taupegold-42CE4,Skechers
Arch Fit 2.0 Womens Shoes-Big League (Pewter),£59.35,£89.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-arch-fit-20-womens-shoesbig-league-pewter-42CEC,Skechers
D'Lites Womens Shoes-Bold Views (Light Blue/Multi),£46.95,£69.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-dlites-womens-shoesbold-views-light-bluemulti-42D02,Skechers
Slip-Ins: Go Walk Now-Payton Mens Shoes (White/Grey),£51.38,£79.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slipins-go-walk-nowpayton-mens-shoes-whitegrey-4D63F,Skechers
Slip Ins: Go Walk Max Cushioning Hyper Burst - Nikita Womens Shoes (Black/White),£56.95,£84.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-go-walk-max-cushioning-hyper-burst-nikita-womens-shoes-blackwhite-4E949,Skechers
Arch Fit Horizon - Heatwave Mens Sandals (Black),£39.95,£54.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-arch-fit-horizon-heatwave-mens-sandals-black-4EE37,Skechers
Slip Ins: Max Cushioning Endeavour-Hallandale Womens Shoes (Navy/Lime),£58.76,£89.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-max-cushioning-endeavourhallandale-womens-shoes-navylime-4D5D4,Skechers
Slip Ins: Go Walk Arch Fit 2.0 Womens Shoes-Delara (Navy/White),£59.95,£89.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-go-walk-arch-fit-20-womens-shoesdelara-navywhite-4D5E3,Skechers
Slip Ins: Uno-Banksia Womens Shoes (Black),£55.26,£84.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-unobanksia-womens-shoes-black-4D625,Skechers
Slip Ins: Summits- Dream Chaser Womens Shoes (Black/Mauve),£50.44,£74.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-summits-dream-chaser-womens-shoes-blackmauve-4E041,Skechers
Slip Ins: Summits- Dream Chaser Womens Shoes (Rust),£50.44,£74.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-summits-dream-chaser-womens-shoes-rust-4E042,Skechers
On-The-Go Encore Snow-Capped Womens Boots (Black/Grey),£50.44,£74.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-onthego-encore-snowcapped-womens-boots-blackgrey-4E079,Skechers
Slip Ins: Go Walk Max Cushioning Mens Shoes (Black),£56.95,£84.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-go-walk-max-cushioning-mens-shoes-black-4EB54,Skechers
Max Cushioning Endeavour - Ardena Mens Shoes (Charcoal/Black),£52.91,£79.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-max-cushioning-endeavour-ardena-mens-shoes-charcoalblack-4EB69,Skechers
Slip Ins: Max Cushioning Elite Mens Shoes-Advantageous (Navy),£67.29,£109.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-max-cushioning-elite-mens-shoesadvantageous-navy-427E6,Skechers
Slip-ins: Ultra Flex 3.0 - Easy Win Womens Shoes (Black/White),£59.35,£89.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slipins-ultra-flex-30-easy-win-womens-shoes-blackwhite-4E07E,Skechers
Slip Ins: Go Walk Flex Mens Shoes (Slate),£50.95,£74.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slip-ins-go-walk-flex-mens-shoes-slate-4E954,Skechers
Max Cushioning Endeavour Womens Shoes (Lavender),£50.95,£74.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-max-cushioning-endeavour-womens-shoes-lavender-4EB5F,Skechers
Go Run: Trail Altitude 2.0 Waterproof Womens Boots (Black/Charcoal),£62.95,£99.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-go-run-trail-altitude-20-waterproof-womens-boots-blackcharcoal-4D3E2,Skechers
Slip-Ins: Go Walk Now-Payton Mens Shoes (Black),£49.95,£79.00,Leisure Brands,2026-09-08 10:52:09,Direct Tennis UK,https://www.directtennis.co.uk/leisure-brands/skechers/skechers-slipins-go-walk-nowpayton-mens-shoes-black-4D63E,Skechers
